INSERT ALL 
 INTO "PSE1"."Warenkorb" VALUES ('0', '1727') 
 INTO "PSE1"."Warenkorb" VALUES ('442', '39') 
 INTO "PSE1"."Warenkorb" VALUES ('443', '953') 
 INTO "PSE1"."Warenkorb" VALUES ('444', '812') 
 INTO "PSE1"."Warenkorb" VALUES ('445', '1327') 
 INTO "PSE1"."Warenkorb" VALUES ('446', '360') 
 INTO "PSE1"."Warenkorb" VALUES ('447', '587') 
 INTO "PSE1"."Warenkorb" VALUES ('448', '1277') 
 INTO "PSE1"."Warenkorb" VALUES ('449', '1117') 
 INTO "PSE1"."Warenkorb" VALUES ('450', '1669') 
 INTO "PSE1"."Warenkorb" VALUES ('451', '1029') 
 INTO "PSE1"."Warenkorb" VALUES ('452', '1032') 
 INTO "PSE1"."Warenkorb" VALUES ('453', '21') 
 INTO "PSE1"."Warenkorb" VALUES ('454', '1616') 
 INTO "PSE1"."Warenkorb" VALUES ('455', '880') 
 INTO "PSE1"."Warenkorb" VALUES ('456', '901') 
 INTO "PSE1"."Warenkorb" VALUES ('457', '1487') 
 INTO "PSE1"."Warenkorb" VALUES ('458', '650') 
 INTO "PSE1"."Warenkorb" VALUES ('459', '1400') 
 INTO "PSE1"."Warenkorb" VALUES ('460', '905') 
 INTO "PSE1"."Warenkorb" VALUES ('461', '1891') 
 INTO "PSE1"."Warenkorb" VALUES ('462', '786') 
 INTO "PSE1"."Warenkorb" VALUES ('463', '534') 
 INTO "PSE1"."Warenkorb" VALUES ('464', '1385') 
 INTO "PSE1"."Warenkorb" VALUES ('465', '44') 
 INTO "PSE1"."Warenkorb" VALUES ('466', '912') 
 INTO "PSE1"."Warenkorb" VALUES ('467', '494') 
 INTO "PSE1"."Warenkorb" VALUES ('468', '1822') 
 INTO "PSE1"."Warenkorb" VALUES ('469', '6') 
 INTO "PSE1"."Warenkorb" VALUES ('470', '1779') 
 INTO "PSE1"."Warenkorb" VALUES ('471', '1430') 
 INTO "PSE1"."Warenkorb" VALUES ('472', '635') 
 INTO "PSE1"."Warenkorb" VALUES ('473', '1818') 
 INTO "PSE1"."Warenkorb" VALUES ('474', '1792') 
 INTO "PSE1"."Warenkorb" VALUES ('475', '1516') 
 INTO "PSE1"."Warenkorb" VALUES ('476', '1020') 
 INTO "PSE1"."Warenkorb" VALUES ('477', '1711') 
 INTO "PSE1"."Warenkorb" VALUES ('478', '1859') 
 INTO "PSE1"."Warenkorb" VALUES ('479', '563') 
 INTO "PSE1"."Warenkorb" VALUES ('480', '1446') 
 INTO "PSE1"."Warenkorb" VALUES ('481', '1110') 
 INTO "PSE1"."Warenkorb" VALUES ('482', '1270') 
 INTO "PSE1"."Warenkorb" VALUES ('483', '1227') 
 INTO "PSE1"."Warenkorb" VALUES ('484', '454') 
 INTO "PSE1"."Warenkorb" VALUES ('485', '494') 
 INTO "PSE1"."Warenkorb" VALUES ('486', '1815') 
 INTO "PSE1"."Warenkorb" VALUES ('487', '649') 
 INTO "PSE1"."Warenkorb" VALUES ('488', '195') 
 INTO "PSE1"."Warenkorb" VALUES ('489', '1980') 
 INTO "PSE1"."Warenkorb" VALUES ('490', '1201') 
 INTO "PSE1"."Warenkorb" VALUES ('491', '1826') 
 INTO "PSE1"."Warenkorb" VALUES ('492', '708') 
 INTO "PSE1"."Warenkorb" VALUES ('493', '792') 
 INTO "PSE1"."Warenkorb" VALUES ('494', '1831') 
 INTO "PSE1"."Warenkorb" VALUES ('495', '323') 
 INTO "PSE1"."Warenkorb" VALUES ('496', '109') 
 INTO "PSE1"."Warenkorb" VALUES ('497', '901') 
 INTO "PSE1"."Warenkorb" VALUES ('498', '235') 
 INTO "PSE1"."Warenkorb" VALUES ('499', '1873') 
 INTO "PSE1"."Warenkorb" VALUES ('500', '1773') 
 INTO "PSE1"."Warenkorb" VALUES ('501', '19') 
 INTO "PSE1"."Warenkorb" VALUES ('502', '1406') 
 INTO "PSE1"."Warenkorb" VALUES ('503', '751') 
 INTO "PSE1"."Warenkorb" VALUES ('504', '442') 
 INTO "PSE1"."Warenkorb" VALUES ('505', '1544') 
 INTO "PSE1"."Warenkorb" VALUES ('506', '667') 
 INTO "PSE1"."Warenkorb" VALUES ('507', '1828') 
 INTO "PSE1"."Warenkorb" VALUES ('508', '1575') 
 INTO "PSE1"."Warenkorb" VALUES ('509', '1908') 
 INTO "PSE1"."Warenkorb" VALUES ('510', '472') 
 INTO "PSE1"."Warenkorb" VALUES ('511', '1684') 
 INTO "PSE1"."Warenkorb" VALUES ('512', '733') 
 INTO "PSE1"."Warenkorb" VALUES ('513', '1901') 
 INTO "PSE1"."Warenkorb" VALUES ('514', '1896') 
 INTO "PSE1"."Warenkorb" VALUES ('515', '1345') 
 INTO "PSE1"."Warenkorb" VALUES ('516', '1629') 
 INTO "PSE1"."Warenkorb" VALUES ('517', '1876') 
 INTO "PSE1"."Warenkorb" VALUES ('518', '1683') 
 INTO "PSE1"."Warenkorb" VALUES ('519', '774') 
 INTO "PSE1"."Warenkorb" VALUES ('520', '599') 
 INTO "PSE1"."Warenkorb" VALUES ('521', '1632') 
 INTO "PSE1"."Warenkorb" VALUES ('522', '824') 
 INTO "PSE1"."Warenkorb" VALUES ('523', '237') 
 INTO "PSE1"."Warenkorb" VALUES ('524', '1036') 
 INTO "PSE1"."Warenkorb" VALUES ('525', '289') 
 INTO "PSE1"."Warenkorb" VALUES ('526', '90') 
 INTO "PSE1"."Warenkorb" VALUES ('527', '313') 
 INTO "PSE1"."Warenkorb" VALUES ('528', '1022') 
 INTO "PSE1"."Warenkorb" VALUES ('529', '1714') 
 INTO "PSE1"."Warenkorb" VALUES ('530', '451') 
 INTO "PSE1"."Warenkorb" VALUES ('531', '973') 
 INTO "PSE1"."Warenkorb" VALUES ('532', '1431') 
 INTO "PSE1"."Warenkorb" VALUES ('533', '1373') 
 INTO "PSE1"."Warenkorb" VALUES ('534', '1874') 
 INTO "PSE1"."Warenkorb" VALUES ('535', '1149') 
 INTO "PSE1"."Warenkorb" VALUES ('536', '1085') 
 INTO "PSE1"."Warenkorb" VALUES ('537', '1589') 
 INTO "PSE1"."Warenkorb" VALUES ('538', '48') 
 INTO "PSE1"."Warenkorb" VALUES ('539', '808') 
 INTO "PSE1"."Warenkorb" VALUES ('540', '1107') 
 INTO "PSE1"."Warenkorb" VALUES ('541', '763') 
 INTO "PSE1"."Warenkorb" VALUES ('542', '202') 
 INTO "PSE1"."Warenkorb" VALUES ('543', '171') 
 INTO "PSE1"."Warenkorb" VALUES ('544', '1103') 
 INTO "PSE1"."Warenkorb" VALUES ('545', '1050') 
 INTO "PSE1"."Warenkorb" VALUES ('546', '865') 
 INTO "PSE1"."Warenkorb" VALUES ('547', '682') 
 INTO "PSE1"."Warenkorb" VALUES ('548', '471') 
 INTO "PSE1"."Warenkorb" VALUES ('549', '335') 
 INTO "PSE1"."Warenkorb" VALUES ('550', '82') 
 INTO "PSE1"."Warenkorb" VALUES ('551', '935') 
 INTO "PSE1"."Warenkorb" VALUES ('552', '629') 
 INTO "PSE1"."Warenkorb" VALUES ('553', '928') 
 INTO "PSE1"."Warenkorb" VALUES ('554', '1723') 
 INTO "PSE1"."Warenkorb" VALUES ('555', '185') 
 INTO "PSE1"."Warenkorb" VALUES ('556', '1741') 
 INTO "PSE1"."Warenkorb" VALUES ('557', '1520') 
 INTO "PSE1"."Warenkorb" VALUES ('558', '1826') 
 INTO "PSE1"."Warenkorb" VALUES ('559', '890') 
 INTO "PSE1"."Warenkorb" VALUES ('560', '1212') 
 INTO "PSE1"."Warenkorb" VALUES ('561', '1805') 
 INTO "PSE1"."Warenkorb" VALUES ('562', '670') 
 INTO "PSE1"."Warenkorb" VALUES ('563', '271') 
 INTO "PSE1"."Warenkorb" VALUES ('564', '827') 
 INTO "PSE1"."Warenkorb" VALUES ('565', '1783') 
 INTO "PSE1"."Warenkorb" VALUES ('566', '278') 
 INTO "PSE1"."Warenkorb" VALUES ('567', '773') 
 INTO "PSE1"."Warenkorb" VALUES ('568', '516') 
 INTO "PSE1"."Warenkorb" VALUES ('569', '697') 
 INTO "PSE1"."Warenkorb" VALUES ('570', '1482') 
 INTO "PSE1"."Warenkorb" VALUES ('571', '1972') 
 INTO "PSE1"."Warenkorb" VALUES ('572', '1465') 
 INTO "PSE1"."Warenkorb" VALUES ('573', '1700') 
 INTO "PSE1"."Warenkorb" VALUES ('574', '467') 
 INTO "PSE1"."Warenkorb" VALUES ('575', '484') 
 INTO "PSE1"."Warenkorb" VALUES ('576', '1374') 
 INTO "PSE1"."Warenkorb" VALUES ('577', '1564') 
 INTO "PSE1"."Warenkorb" VALUES ('578', '162') 
 INTO "PSE1"."Warenkorb" VALUES ('579', '722') 
 INTO "PSE1"."Warenkorb" VALUES ('580', '1009') 
 INTO "PSE1"."Warenkorb" VALUES ('581', '786') 
 INTO "PSE1"."Warenkorb" VALUES ('582', '971') 
 INTO "PSE1"."Warenkorb" VALUES ('583', '1249') 
 INTO "PSE1"."Warenkorb" VALUES ('584', '958') 
 INTO "PSE1"."Warenkorb" VALUES ('585', '212') 
 INTO "PSE1"."Warenkorb" VALUES ('586', '713') 
 INTO "PSE1"."Warenkorb" VALUES ('587', '941') 
 INTO "PSE1"."Warenkorb" VALUES ('588', '599') 
 INTO "PSE1"."Warenkorb" VALUES ('589', '227') 
 INTO "PSE1"."Warenkorb" VALUES ('590', '1772') 
 INTO "PSE1"."Warenkorb" VALUES ('591', '490') 
 INTO "PSE1"."Warenkorb" VALUES ('592', '70') 
 INTO "PSE1"."Warenkorb" VALUES ('593', '228') 
 INTO "PSE1"."Warenkorb" VALUES ('594', '903') 
 INTO "PSE1"."Warenkorb" VALUES ('595', '616') 
 INTO "PSE1"."Warenkorb" VALUES ('596', '1727') 
 INTO "PSE1"."Warenkorb" VALUES ('597', '189') 
 INTO "PSE1"."Warenkorb" VALUES ('598', '1181') 
 INTO "PSE1"."Warenkorb" VALUES ('599', '877') 
 INTO "PSE1"."Warenkorb" VALUES ('600', '564') 
 INTO "PSE1"."Warenkorb" VALUES ('601', '1065') 
 INTO "PSE1"."Warenkorb" VALUES ('602', '976') 
 INTO "PSE1"."Warenkorb" VALUES ('603', '1293') 
 INTO "PSE1"."Warenkorb" VALUES ('604', '1333') 
 INTO "PSE1"."Warenkorb" VALUES ('605', '856') 
 INTO "PSE1"."Warenkorb" VALUES ('606', '140') 
 INTO "PSE1"."Warenkorb" VALUES ('607', '666') 
 INTO "PSE1"."Warenkorb" VALUES ('608', '619') 
 INTO "PSE1"."Warenkorb" VALUES ('609', '1197') 
 INTO "PSE1"."Warenkorb" VALUES ('610', '558') 
 INTO "PSE1"."Warenkorb" VALUES ('611', '409') 
 INTO "PSE1"."Warenkorb" VALUES ('612', '681') 
 INTO "PSE1"."Warenkorb" VALUES ('613', '948') 
 INTO "PSE1"."Warenkorb" VALUES ('614', '301') 
 INTO "PSE1"."Warenkorb" VALUES ('615', '539') 
 INTO "PSE1"."Warenkorb" VALUES ('616', '683') 
 INTO "PSE1"."Warenkorb" VALUES ('617', '1835') 
 INTO "PSE1"."Warenkorb" VALUES ('618', '457') 
 INTO "PSE1"."Warenkorb" VALUES ('619', '1278') 
 INTO "PSE1"."Warenkorb" VALUES ('620', '1073') 
 INTO "PSE1"."Warenkorb" VALUES ('621', '1231') 
 INTO "PSE1"."Warenkorb" VALUES ('622', '482') 
 INTO "PSE1"."Warenkorb" VALUES ('623', '780') 
 INTO "PSE1"."Warenkorb" VALUES ('624', '778') 
 INTO "PSE1"."Warenkorb" VALUES ('625', '1542') 
 INTO "PSE1"."Warenkorb" VALUES ('626', '314') 
 INTO "PSE1"."Warenkorb" VALUES ('627', '1636') 
 INTO "PSE1"."Warenkorb" VALUES ('628', '1530') 
 INTO "PSE1"."Warenkorb" VALUES ('629', '1379') 
 INTO "PSE1"."Warenkorb" VALUES ('630', '735') 
 INTO "PSE1"."Warenkorb" VALUES ('631', '608') 
 INTO "PSE1"."Warenkorb" VALUES ('632', '1581') 
 INTO "PSE1"."Warenkorb" VALUES ('633', '1525') 
 INTO "PSE1"."Warenkorb" VALUES ('634', '766') 
 INTO "PSE1"."Warenkorb" VALUES ('635', '932') 
 INTO "PSE1"."Warenkorb" VALUES ('636', '1633') 
 INTO "PSE1"."Warenkorb" VALUES ('637', '1014') 
 INTO "PSE1"."Warenkorb" VALUES ('638', '1300') 
 INTO "PSE1"."Warenkorb" VALUES ('639', '1056') 
 INTO "PSE1"."Warenkorb" VALUES ('640', '979') 
 INTO "PSE1"."Warenkorb" VALUES ('641', '1424') 
 INTO "PSE1"."Warenkorb" VALUES ('642', '1174') 
 INTO "PSE1"."Warenkorb" VALUES ('643', '1423') 
 INTO "PSE1"."Warenkorb" VALUES ('644', '609') 
 INTO "PSE1"."Warenkorb" VALUES ('645', '1380') 
 INTO "PSE1"."Warenkorb" VALUES ('646', '696') 
 INTO "PSE1"."Warenkorb" VALUES ('647', '711') 
 INTO "PSE1"."Warenkorb" VALUES ('648', '1320') 
 INTO "PSE1"."Warenkorb" VALUES ('649', '516') 
 INTO "PSE1"."Warenkorb" VALUES ('650', '414') 
 INTO "PSE1"."Warenkorb" VALUES ('651', '1967') 
 INTO "PSE1"."Warenkorb" VALUES ('652', '1298') 
 INTO "PSE1"."Warenkorb" VALUES ('653', '1234') 
 INTO "PSE1"."Warenkorb" VALUES ('654', '1725') 
 INTO "PSE1"."Warenkorb" VALUES ('655', '469') 
 INTO "PSE1"."Warenkorb" VALUES ('656', '1878') 
 INTO "PSE1"."Warenkorb" VALUES ('657', '74') 
 INTO "PSE1"."Warenkorb" VALUES ('658', '1559') 
 INTO "PSE1"."Warenkorb" VALUES ('659', '624') 
 INTO "PSE1"."Warenkorb" VALUES ('660', '1183') 
 INTO "PSE1"."Warenkorb" VALUES ('661', '1588') 
 INTO "PSE1"."Warenkorb" VALUES ('662', '1150') 
 INTO "PSE1"."Warenkorb" VALUES ('663', '863') 
 INTO "PSE1"."Warenkorb" VALUES ('664', '366') 
 INTO "PSE1"."Warenkorb" VALUES ('665', '1872') 
 INTO "PSE1"."Warenkorb" VALUES ('666', '1033') 
 INTO "PSE1"."Warenkorb" VALUES ('667', '1241') 
 INTO "PSE1"."Warenkorb" VALUES ('668', '1459') 
 INTO "PSE1"."Warenkorb" VALUES ('669', '1215') 
 INTO "PSE1"."Warenkorb" VALUES ('670', '569') 
 INTO "PSE1"."Warenkorb" VALUES ('671', '1957') 
 INTO "PSE1"."Warenkorb" VALUES ('672', '1064') 
 INTO "PSE1"."Warenkorb" VALUES ('673', '1668') 
 INTO "PSE1"."Warenkorb" VALUES ('674', '1060') 
 INTO "PSE1"."Warenkorb" VALUES ('675', '724') 
 INTO "PSE1"."Warenkorb" VALUES ('676', '883') 
 INTO "PSE1"."Warenkorb" VALUES ('677', '1307') 
 INTO "PSE1"."Warenkorb" VALUES ('678', '913') 
 INTO "PSE1"."Warenkorb" VALUES ('679', '548') 
 INTO "PSE1"."Warenkorb" VALUES ('680', '1756') 
 INTO "PSE1"."Warenkorb" VALUES ('681', '963') 
 INTO "PSE1"."Warenkorb" VALUES ('682', '1799') 
 INTO "PSE1"."Warenkorb" VALUES ('683', '1673') 
 INTO "PSE1"."Warenkorb" VALUES ('684', '1355') 
 INTO "PSE1"."Warenkorb" VALUES ('685', '1052') 
 INTO "PSE1"."Warenkorb" VALUES ('686', '119') 
 INTO "PSE1"."Warenkorb" VALUES ('687', '474') 
 INTO "PSE1"."Warenkorb" VALUES ('688', '1659') 
 INTO "PSE1"."Warenkorb" VALUES ('689', '1337') 
 INTO "PSE1"."Warenkorb" VALUES ('690', '1568') 
 INTO "PSE1"."Warenkorb" VALUES ('691', '810') 
 INTO "PSE1"."Warenkorb" VALUES ('692', '1462') 
 INTO "PSE1"."Warenkorb" VALUES ('693', '1642') 
 INTO "PSE1"."Warenkorb" VALUES ('694', '329') 
 INTO "PSE1"."Warenkorb" VALUES ('695', '221') 
 INTO "PSE1"."Warenkorb" VALUES ('696', '1529') 
 INTO "PSE1"."Warenkorb" VALUES ('697', '75') 
 INTO "PSE1"."Warenkorb" VALUES ('698', '220') 
 INTO "PSE1"."Warenkorb" VALUES ('699', '179') 
 INTO "PSE1"."Warenkorb" VALUES ('700', '1962') 
 INTO "PSE1"."Warenkorb" VALUES ('701', '627') 
 INTO "PSE1"."Warenkorb" VALUES ('702', '1970') 
 INTO "PSE1"."Warenkorb" VALUES ('703', '489') 
 INTO "PSE1"."Warenkorb" VALUES ('704', '1350') 
 INTO "PSE1"."Warenkorb" VALUES ('705', '529') 
 INTO "PSE1"."Warenkorb" VALUES ('706', '1073') 
 INTO "PSE1"."Warenkorb" VALUES ('707', '1260') 
 INTO "PSE1"."Warenkorb" VALUES ('708', '926') 
 INTO "PSE1"."Warenkorb" VALUES ('709', '1470') 
 INTO "PSE1"."Warenkorb" VALUES ('710', '383') 
 INTO "PSE1"."Warenkorb" VALUES ('711', '1811') 
 INTO "PSE1"."Warenkorb" VALUES ('712', '1261') 
 INTO "PSE1"."Warenkorb" VALUES ('713', '1012') 
 INTO "PSE1"."Warenkorb" VALUES ('714', '1699') 
 INTO "PSE1"."Warenkorb" VALUES ('715', '600') 
 INTO "PSE1"."Warenkorb" VALUES ('716', '1583') 
 INTO "PSE1"."Warenkorb" VALUES ('717', '1970') 
 INTO "PSE1"."Warenkorb" VALUES ('718', '1812') 
 INTO "PSE1"."Warenkorb" VALUES ('719', '295') 
 INTO "PSE1"."Warenkorb" VALUES ('720', '518') 
 INTO "PSE1"."Warenkorb" VALUES ('721', '1142') 
 INTO "PSE1"."Warenkorb" VALUES ('722', '504') 
 INTO "PSE1"."Warenkorb" VALUES ('723', '742') 
 INTO "PSE1"."Warenkorb" VALUES ('724', '511') 
 INTO "PSE1"."Warenkorb" VALUES ('725', '1695') 
 INTO "PSE1"."Warenkorb" VALUES ('726', '1496') 
 INTO "PSE1"."Warenkorb" VALUES ('727', '916') 
 INTO "PSE1"."Warenkorb" VALUES ('728', '1278') 
 INTO "PSE1"."Warenkorb" VALUES ('729', '687') 
 INTO "PSE1"."Warenkorb" VALUES ('730', '950') 
 INTO "PSE1"."Warenkorb" VALUES ('731', '643') 
 INTO "PSE1"."Warenkorb" VALUES ('732', '1387') 
 INTO "PSE1"."Warenkorb" VALUES ('733', '1924') 
 INTO "PSE1"."Warenkorb" VALUES ('734', '1086') 
 INTO "PSE1"."Warenkorb" VALUES ('735', '1939') 
 INTO "PSE1"."Warenkorb" VALUES ('736', '1518') 
 INTO "PSE1"."Warenkorb" VALUES ('737', '1143') 
 INTO "PSE1"."Warenkorb" VALUES ('738', '499') 
 INTO "PSE1"."Warenkorb" VALUES ('739', '556') 
 INTO "PSE1"."Warenkorb" VALUES ('740', '1869') 
 INTO "PSE1"."Warenkorb" VALUES ('741', '1124') 
 INTO "PSE1"."Warenkorb" VALUES ('742', '725') 
 INTO "PSE1"."Warenkorb" VALUES ('743', '1892') 
 INTO "PSE1"."Warenkorb" VALUES ('744', '1250') 
 INTO "PSE1"."Warenkorb" VALUES ('745', '232') 
 INTO "PSE1"."Warenkorb" VALUES ('746', '509') 
 INTO "PSE1"."Warenkorb" VALUES ('747', '1690') 
 INTO "PSE1"."Warenkorb" VALUES ('748', '587') 
 INTO "PSE1"."Warenkorb" VALUES ('749', '1969') 
 INTO "PSE1"."Warenkorb" VALUES ('750', '1501') 
 INTO "PSE1"."Warenkorb" VALUES ('751', '1402') 
 INTO "PSE1"."Warenkorb" VALUES ('752', '1759') 
 INTO "PSE1"."Warenkorb" VALUES ('753', '107') 
 INTO "PSE1"."Warenkorb" VALUES ('754', '893') 
 INTO "PSE1"."Warenkorb" VALUES ('755', '979') 
 INTO "PSE1"."Warenkorb" VALUES ('756', '464') 
 INTO "PSE1"."Warenkorb" VALUES ('757', '1243') 
 INTO "PSE1"."Warenkorb" VALUES ('758', '581') 
 INTO "PSE1"."Warenkorb" VALUES ('759', '1173') 
 INTO "PSE1"."Warenkorb" VALUES ('760', '1442') 
 INTO "PSE1"."Warenkorb" VALUES ('761', '624') 
 INTO "PSE1"."Warenkorb" VALUES ('762', '1677') 
 INTO "PSE1"."Warenkorb" VALUES ('763', '862') 
 INTO "PSE1"."Warenkorb" VALUES ('764', '588') 
 INTO "PSE1"."Warenkorb" VALUES ('765', '129') 
 INTO "PSE1"."Warenkorb" VALUES ('766', '1196') 
 INTO "PSE1"."Warenkorb" VALUES ('767', '1663') 
 INTO "PSE1"."Warenkorb" VALUES ('768', '1655') 
 INTO "PSE1"."Warenkorb" VALUES ('769', '1799') 
 INTO "PSE1"."Warenkorb" VALUES ('770', '278') 
 INTO "PSE1"."Warenkorb" VALUES ('771', '288') 
 INTO "PSE1"."Warenkorb" VALUES ('772', '1626') 
 INTO "PSE1"."Warenkorb" VALUES ('773', '319') 
 INTO "PSE1"."Warenkorb" VALUES ('774', '206') 
 INTO "PSE1"."Warenkorb" VALUES ('775', '1428') 
 INTO "PSE1"."Warenkorb" VALUES ('776', '698') 
 INTO "PSE1"."Warenkorb" VALUES ('777', '992') 
 INTO "PSE1"."Warenkorb" VALUES ('778', '892') 
 INTO "PSE1"."Warenkorb" VALUES ('779', '451') 
 INTO "PSE1"."Warenkorb" VALUES ('780', '672') 
 INTO "PSE1"."Warenkorb" VALUES ('781', '1612') 
 INTO "PSE1"."Warenkorb" VALUES ('782', '1160') 
 INTO "PSE1"."Warenkorb" VALUES ('783', '1981') 
 INTO "PSE1"."Warenkorb" VALUES ('784', '498') 
 INTO "PSE1"."Warenkorb" VALUES ('785', '1323') 
 INTO "PSE1"."Warenkorb" VALUES ('786', '520') 
 INTO "PSE1"."Warenkorb" VALUES ('787', '527') 
 INTO "PSE1"."Warenkorb" VALUES ('788', '825') 
 INTO "PSE1"."Warenkorb" VALUES ('789', '1579') 
 INTO "PSE1"."Warenkorb" VALUES ('790', '35') 
 INTO "PSE1"."Warenkorb" VALUES ('791', '1726') 
 INTO "PSE1"."Warenkorb" VALUES ('792', '381') 
 INTO "PSE1"."Warenkorb" VALUES ('793', '621') 
 INTO "PSE1"."Warenkorb" VALUES ('794', '1615') 
 INTO "PSE1"."Warenkorb" VALUES ('795', '827') 
 INTO "PSE1"."Warenkorb" VALUES ('796', '1813') 
 INTO "PSE1"."Warenkorb" VALUES ('797', '838') 
 INTO "PSE1"."Warenkorb" VALUES ('798', '1377') 
 INTO "PSE1"."Warenkorb" VALUES ('799', '1127') 
 INTO "PSE1"."Warenkorb" VALUES ('800', '455') 
 INTO "PSE1"."Warenkorb" VALUES ('801', '89') 
 INTO "PSE1"."Warenkorb" VALUES ('802', '870') 
 INTO "PSE1"."Warenkorb" VALUES ('803', '158') 
 INTO "PSE1"."Warenkorb" VALUES ('804', '1558') 
 INTO "PSE1"."Warenkorb" VALUES ('805', '430') 
 INTO "PSE1"."Warenkorb" VALUES ('806', '311') 
 INTO "PSE1"."Warenkorb" VALUES ('807', '1504') 
 INTO "PSE1"."Warenkorb" VALUES ('808', '1449') 
 INTO "PSE1"."Warenkorb" VALUES ('809', '1596') 
 INTO "PSE1"."Warenkorb" VALUES ('810', '1290') 
 INTO "PSE1"."Warenkorb" VALUES ('811', '1492') 
 INTO "PSE1"."Warenkorb" VALUES ('812', '1003') 
 INTO "PSE1"."Warenkorb" VALUES ('813', '1054') 
 INTO "PSE1"."Warenkorb" VALUES ('814', '1052') 
 INTO "PSE1"."Warenkorb" VALUES ('815', '936') 
 INTO "PSE1"."Warenkorb" VALUES ('816', '66') 
 INTO "PSE1"."Warenkorb" VALUES ('817', '262') 
 INTO "PSE1"."Warenkorb" VALUES ('818', '367') 
 INTO "PSE1"."Warenkorb" VALUES ('819', '1926') 
 INTO "PSE1"."Warenkorb" VALUES ('820', '776') 
 INTO "PSE1"."Warenkorb" VALUES ('821', '844') 
 INTO "PSE1"."Warenkorb" VALUES ('822', '309') 
 INTO "PSE1"."Warenkorb" VALUES ('823', '1842') 
 INTO "PSE1"."Warenkorb" VALUES ('824', '965') 
 INTO "PSE1"."Warenkorb" VALUES ('825', '173') 
 INTO "PSE1"."Warenkorb" VALUES ('826', '14') 
 INTO "PSE1"."Warenkorb" VALUES ('827', '446') 
 INTO "PSE1"."Warenkorb" VALUES ('828', '1356') 
 INTO "PSE1"."Warenkorb" VALUES ('829', '124') 
 INTO "PSE1"."Warenkorb" VALUES ('830', '1470') 
 INTO "PSE1"."Warenkorb" VALUES ('831', '76') 
 INTO "PSE1"."Warenkorb" VALUES ('832', '706') 
 INTO "PSE1"."Warenkorb" VALUES ('833', '1182') 
 INTO "PSE1"."Warenkorb" VALUES ('834', '1690') 
 INTO "PSE1"."Warenkorb" VALUES ('835', '668') 
 INTO "PSE1"."Warenkorb" VALUES ('836', '310') 
 INTO "PSE1"."Warenkorb" VALUES ('837', '1174') 
 INTO "PSE1"."Warenkorb" VALUES ('838', '1609') 
 INTO "PSE1"."Warenkorb" VALUES ('839', '1632') 
 INTO "PSE1"."Warenkorb" VALUES ('840', '1530') 
 INTO "PSE1"."Warenkorb" VALUES ('841', '566') 
 INTO "PSE1"."Warenkorb" VALUES ('842', '748') 
 INTO "PSE1"."Warenkorb" VALUES ('843', '1033') 
 INTO "PSE1"."Warenkorb" VALUES ('844', '1461') 
 INTO "PSE1"."Warenkorb" VALUES ('845', '1761') 
 INTO "PSE1"."Warenkorb" VALUES ('846', '440') 
 INTO "PSE1"."Warenkorb" VALUES ('847', '159') 
 INTO "PSE1"."Warenkorb" VALUES ('848', '1995') 
 INTO "PSE1"."Warenkorb" VALUES ('849', '1415') 
 INTO "PSE1"."Warenkorb" VALUES ('850', '992') 
 INTO "PSE1"."Warenkorb" VALUES ('851', '1490') 
 INTO "PSE1"."Warenkorb" VALUES ('852', '1656') 
 INTO "PSE1"."Warenkorb" VALUES ('853', '1238') 
 INTO "PSE1"."Warenkorb" VALUES ('854', '1305') 
 INTO "PSE1"."Warenkorb" VALUES ('855', '558') 
 INTO "PSE1"."Warenkorb" VALUES ('856', '422') 
 INTO "PSE1"."Warenkorb" VALUES ('857', '1401') 
 INTO "PSE1"."Warenkorb" VALUES ('858', '992') 
 INTO "PSE1"."Warenkorb" VALUES ('859', '513') 
 INTO "PSE1"."Warenkorb" VALUES ('860', '1931') 
 INTO "PSE1"."Warenkorb" VALUES ('861', '1615') 
 INTO "PSE1"."Warenkorb" VALUES ('862', '1646') 
 INTO "PSE1"."Warenkorb" VALUES ('863', '615') 
 INTO "PSE1"."Warenkorb" VALUES ('864', '309') 
 INTO "PSE1"."Warenkorb" VALUES ('865', '1472') 
 INTO "PSE1"."Warenkorb" VALUES ('866', '135') 
 INTO "PSE1"."Warenkorb" VALUES ('867', '618') 
 INTO "PSE1"."Warenkorb" VALUES ('868', '1163') 
 INTO "PSE1"."Warenkorb" VALUES ('869', '581') 
 INTO "PSE1"."Warenkorb" VALUES ('870', '1137') 
 INTO "PSE1"."Warenkorb" VALUES ('871', '972') 
 INTO "PSE1"."Warenkorb" VALUES ('872', '961') 
 INTO "PSE1"."Warenkorb" VALUES ('873', '597') 
 INTO "PSE1"."Warenkorb" VALUES ('874', '276') 
 INTO "PSE1"."Warenkorb" VALUES ('875', '302') 
 INTO "PSE1"."Warenkorb" VALUES ('876', '115') 
 INTO "PSE1"."Warenkorb" VALUES ('877', '1579') 
 INTO "PSE1"."Warenkorb" VALUES ('878', '248') 
 INTO "PSE1"."Warenkorb" VALUES ('879', '1832') 
 INTO "PSE1"."Warenkorb" VALUES ('880', '353') 
 INTO "PSE1"."Warenkorb" VALUES ('881', '1286') 
 INTO "PSE1"."Warenkorb" VALUES ('882', '1006') 
 INTO "PSE1"."Warenkorb" VALUES ('883', '707') 
 INTO "PSE1"."Warenkorb" VALUES ('884', '613') 
